0.000000000000000000e+00;-3.704010902130857041e-01;1.506709146464062787e-01;-3.129549095902952445e+02;2.558556496528572666e+02
1.000000000000000048e-04;-3.695296652204529964e-01;1.528917546788959581e-01;-3.115815976195925714e+02;2.575036240177004743e+02
2.000000000000000096e-04;-3.666918565332444313e-01;1.597095373723966816e-01;-3.074006256198978235e+02;2.624170290684367046e+02
3.000000000000000279e-04;-3.657468122406978273e-01;1.620080087029022176e-01;-3.059967956054017009e+02;2.640497444113832444e+02
4.000000000000000192e-04;-3.629156930774148360e-01;1.687588496066462218e-01;-3.017395284962233859e+02;2.688563363088426286e+02
5.000000000000000104e-04;-3.619719866896536908e-01;1.709863705817978308e-01;-3.003204394598305953e+02;2.704280155642023260e+02
6.000000000000000559e-04;-3.589936289265429625e-01;1.775176794768181243e-01;-2.960021362630655517e+02;2.751277943083848072e+02
6.999999999999999929e-04;-3.579763032388684207e-01;1.796715777195510566e-01;-2.945525291828794252e+02;2.766689555199511688e+02
8.000000000000000383e-04;-3.550046349996837103e-01;1.859833546058476395e-01;-2.901579308766308714e+02;2.812619211108568038e+02
9.000000000000000838e-04;-3.539899851215791982e-01;1.879873350066783577e-01;-2.886778057526512953e+02;2.827725642786297726e+02
1.000000000000000021e-03;-3.512579054491242747e-01;1.941505302396051569e-01;-2.841611352712291136e+02;2.873197528038452901e+02
1.100000000000000066e-03;-3.504761546138253081e-01;1.961545106404359029e-01;-2.826352330815594769e+02;2.888303959716182590e+02
1.200000000000000112e-03;-3.481389295366385528e-01;2.023966733599109613e-01;-2.779659723811703316e+02;2.933470664530403837e+02
1.300000000000000157e-03;-3.473611924156946307e-01;2.045532439797086710e-01;-2.763942931258106910e+02;2.948577096208133526e+02
1.399999999999999986e-03;-3.451872607957555128e-01;2.111808908121983186e-01;-2.716029602502479747e+02;2.993286030365453598e+02
1.500000000000000031e-03;-3.444135373891666907e-01;2.134164289185447316e-01;-2.699855039291981598e+02;3.008087281605248791e+02
1.600000000000000077e-03;-3.418674955553044348e-01;2.203612818857593747e-01;-2.650873579003585974e+02;3.051422903791867043e+02
1.700000000000000122e-03;-3.409438577393191783e-01;2.226784598557184081e-01;-2.634393835355153897e+02;3.065613794155794380e+02
1.800000000000000168e-03;-3.376415543345472337e-01;2.296393470853221874e-01;-2.584649423971923738e+02;3.107118333714809069e+02
1.899999999999999996e-03;-3.364903690948961024e-01;2.318869108884601127e-01;-2.568017090104524414e+02;3.120546272983902441e+02
2.000000000000000042e-03;-3.325054234191283653e-01;2.384850292100995361e-01;-2.517814908064393364e+02;3.159914549477379069e+02
2.100000000000000304e-03;-3.311266907558118033e-01;2.405866837369324551e-01;-2.501029983978027360e+02;3.172579537651636770e+02
2.200000000000000133e-03;-3.268405783564652389e-01;2.466654343660442672e-01;-2.450370031280995136e+02;3.210269321736477082e+02
2.299999999999999961e-03;-3.253119312837517985e-01;2.485395397529586992e-01;-2.433279926756695204e+02;3.222781719691768103e+02
2.400000000000000223e-03;-3.208772423797938145e-01;2.540922417468804428e-01;-2.382162203402761804e+02;3.259555962462806065e+02
